"ID","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58"
"2193",0,0,0,0,0,0,0,0,0.036,0,0,0.066,0,0,0,0,0,0,1.72,0,0,0.062,0,0,0.244,0,1.72,0,0,0,0,0.078,0.172,0,0,0,0,0,0,0,0,3.534,0,0.237,0,0,0,0.245,0,0,0,0.44,0.126,0,2.619,9,55,0
"1769",0,0,0.37,0,0,0.137,0.37,0,0.036,0,0,0.122,0,0,0,0,0.37,0.216,0.74,0.37,0.37,0.065,0,0,0.244,0,0,0,0.095,0,0,0.078,0,0,0,0,0,0,0,0.37,0.74,0,0,0.237,0,0,0.302,0.177,0,0.37,0,0.437,0.186,0,2.166,18,143,1
"4440",0,0,0.74,0,0,0,0,0,0.036,0,0,0.452,0,0,0.222,0,0,0.336,2.71,0,1.23,0.161,0,0,0.244,0,0,0,0.232,0,0,0.078,0,0,0,0,0.24,0,0,0,0.49,0,0,0.237,0.49,0,0.147,0.233,0.036,0,0,0.316,0.126,0,2.587,55,282,0
"1022",0,0,0,0,0,0.122,0,0,0.036,1.19,0,0.236,0,0,0,0,0,0,3.57,0,3.57,0.054,0,0,1.434,1.19,0,0,0.082,0,0,0.078,0.104,0,0,0,0,0,0,0,1.19,0.089,0,0.237,1.19,0,0,0,0,0,0,0.335,0.126,0,8.636,41,95,1
"2543",0,0,0,0,0,0.083,0,0,1.086,0,0,0.534,0,0,0,0,0,0,1.05,0,1.05,0,0,0,0.764,2.11,0.52,0,0,0.52,0,0.078,0.136,0,1.58,0,0,0,0,0,0,0.076,0,0.237,0.52,0,0.164,0.153,0,0,0,0,0.126,0,2.173,11,113,0
"3471",0,3.52,0,0,0,0.196,0,1.17,0.036,1.17,0,1.205,0,0,0.186,0,0,3.366,2.35,0,3.52,0,0,0,3.764,2.35,0,0,0.103,0,0,0.078,0.08,0,0,0,0,0,0,1.17,0,0.095,0,0.237,0,0,0,0.226,0,0,0,0.249,0.126,0,1,1,14,0
"4229",0,0,0.28,0,0.57,0.162,0,0.28,0.036,0,0,0.035,0,0,0,0,0,0,2.87,0,0.86,0.185,0,0,0.244,0,0,0,0,0,0,0.078,0.113,0,0,0,0,0,0,0,0,0.173,0,0.237,0,0,0.154,0,0,0,0,0.19,0.126,0,1.148,4,54,0
"1750",0,0,1.03,0,1.03,0.023,0,0,0.036,0,0,0,0,0,0.239,0,2.06,0.876,4.12,0,0,0,0,0,0.244,0,0,0,0.139,0,0,0.078,0.03,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0,0.056,0,0,0,1.023,0.126,0,1.461,3,19,1
"1405",0,0.5,0.5,0,0,0,0,0.25,0.036,0.25,0.25,1.174,0.25,0,0,0,0,0.346,3,0,2.75,0,1.25,0.25,0.244,0,0,0,0.129,0,0,0.078,0.113,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0.181,0.241,0,0,0,0.198,1.123,0,3.417,49,270,1
"1306",0,0,0,0,0,0,0.22,0.22,0.036,0.22,0,0.43,0,0,0,0,0,0,2.03,0,0.22,0.062,0,0,0.244,0,0,0,0,0,0,0.078,0,0,0,0,0,0,0,0,0.22,0.011,0,0.237,0,0,4.271,0.085,0,0,0,0.879,0.126,0,1.869,21,215,1
"769",0.18,0,0.18,0,0.55,0.612,0.18,0,0.036,0.18,0,0.259,0,0,0.106,0,0,0,0.74,0,0.37,0,0.18,0,0.244,0,0,0,0.238,0,0,0.078,0.397,0,0,0.74,0,0,0,0,0,0,0,0.237,0,0,0.081,0,0,0,0,0,0.153,1.625,2.326,11,363,1
"1950",0,0,0,0,0,0.195,0,0,0.036,0,0,0.133,0,0,0,0,0,0,4,0,0,0.124,0,0,0.244,0,0,0,0,0,0,0.078,0.1,0,0,0,0,0,4,0,0,0,0,0.237,0,0,0,0,0,0,0,0.479,0.126,0,2.285,8,16,0
"3979",0,0,0,0,0,0,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0.244,0,0,0,0.196,0,0,0.078,0,0,4,0,0,0,0,0,0,0.154,0,0.237,0,0,0,0,0,0,0,0,0.126,0,1.222,2,11,0
"836",0.31,0.1,0.31,0.1,1.05,0.26,0,0,0.036,0.1,0.1,0.836,0,0.1,0,0,0.84,0.056,1.69,0.31,0.31,0.249,0.52,0.1,0.244,0,0,0,0,0,0,0.078,0,0,0,0.31,0,0,0,0.1,2,0.098,0,0.237,0,0,0.054,0,0,0,0,0.321,0.308,0.201,8.851,299,1726,1
"3375",0,0,0.11,0,0.34,0.431,0,0.11,0.036,0,0,0.26,0.11,0,0.111,0,0,0,0.45,0,0.22,0,0,0,0.924,0.79,0,1.02,0.215,0,0,0.078,0.094,0,0.11,0.11,0.22,0,0,0,0,0.097,0,0.237,0,0,0.192,0,0.096,0,0.08,0,0.158,0,2.829,32,549,0
"4557",0,0,0,0,0,0.014,0,0,0.036,0,0,0,0,0,0.042,0,0,0,2.77,0,0,0.224,0,0,0.244,0,0,0,0.22,0,0,0.078,0.198,0,0,0,0,0,0,0,0,0,0,0.237,0,2.77,0,0,0,0,0,0.001,0.126,0,1,1,10,0
"3559",0,0,0,0,0.19,0.106,0,0,0.416,0,0.19,0.782,0.19,0,0.03,0,0,0.036,0.38,0.19,0,0,0,0,0.434,0,0,0,0,0,0,0.078,0,0,0,0.19,0.38,0,0.19,0,0.19,0.276,0,0.237,0,0,0.113,0,0.068,0,0,0,0.171,0,1.74,21,395,0
"66",0,0,0.66,0,0,0.174,0,0.66,0.036,0.66,0,0,0,0,0,0,1.32,0,1.32,0,1.32,0,0,0,0.244,0,0,0,0,0,0,0.078,0,0,0,0,0,0,0,0,1.98,0.011,0,0.237,0,0,0,0.128,0,0,0,2.152,0.126,0,3.184,34,121,1
"3161",0,0,0,0,0,0.112,0,0,1.976,0,0,0,0,0,0.007,0,0,0,0,0,0.97,0.083,0,0,1.214,0.97,0.97,0,0.036,0.97,0,0.078,0,0,0.97,0,0,0,0,0,0,0.229,0,0.237,0,0,0.261,0,0,0,0,0,0.126,0,2.03,11,67,0
"651",0,0.43,0,0,0.43,0,0.86,0,0.036,0.86,0,1.337,0,0,0,0,0,0,0.43,0,0,0,0,0,0.244,0,0,1.3,0.035,0,0,0.078,0.023,0,0,0,0.43,0,0,0,0,0,0,0.237,0,0,0.126,0.009,0.063,0,0,0,0.189,0,4.297,30,159,1
"2674",0,0,0,0,0,0,0,0,2.806,0,0,2.788,0,0,0,0,0,0,2.77,0,0,0,0,0,5.794,2.77,2.77,0,5.445,2.77,2.77,2.848,0,2.77,2.77,2.77,0,0,0,2.77,0,0,0,0.237,0,0,1.229,0.202,0,0,0,0,0.126,0,3.25,11,39,0
"3651",0,0,0,0,0,0,0,0,0.036,0,0,0.149,0,0,0,0,0,0,0,0,0,0.046,0,0,0.244,0,0,0,0.084,0,0,0.078,0,0,20,0,0,0,0,0,0,0.085,0,0.237,0,0,0,0.134,0,0,0,0.182,0.126,0,1,1,5,0
"4382",0,0,1.66,0,0,0.204,0,0,0.036,0,0,1.806,0,0,0,0,0,0.676,2.5,0,0,0.137,0,0,0.244,0,0,0,0.086,0,0,0.078,0.214,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0,0,0,0,0,0,0.126,0,1.518,8,41,0
"16",0,0.42,0.42,0,1.27,0,0.42,0,0.036,1.27,0,0.195,0,0,0,0,0,0,1.7,0.42,1.27,0.19,0,0.42,0.244,0,0,0,0,0,0,0.078,0.107,0,0,0,1.27,0,0,0.42,1.27,0.189,0,0.237,0,0,0.063,0.136,0,0,0,0.347,0.189,0,5.659,55,249,1
"1207",0,0,0.55,0,1.11,0,0,0,0.036,0,0,0.091,0.92,0,0.004,0,0.37,0.216,3.14,0,0.92,0.08,0,0,0.244,0,0,0,0,0,0,0.078,0,0,0,0,0,0,0,0,0,0.144,0,0.237,0,0,0.186,0,0,0,0,0.479,0.126,0,1.377,4,73,1
"3329",0,0,0,0,0,0.168,0,0,0.276,0,0,0.233,0,0,0,0,0,0,0,0,0,0.129,0,0,2.214,1.72,0.24,0,0.459,0.24,0.24,0.318,0.022,0.24,0.49,0.24,0.24,0,0,0.24,0,0,0.24,0.237,0.24,0.49,0.15,0.113,0,0,0.075,0.242,0.126,0,2.367,12,206,0
"3816",0,0,0,0,0,0,0,0,0.036,0,0,0,0,0,0.211,0,0,0,0,0,0,0,0,0,0.244,0,0,0,0.024,0,0,0.078,0,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0,0.134,0,0,0,0,0.126,0,1.5,3,6,0
"236",0,0,0,0,0,0.183,0,0,0.036,0,0,0.057,0,0,0.242,0,0,0,1.29,0,0.64,0,0,0,0.244,0,0,0,0.241,0,0,0.078,0.107,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0,0.165,0,0,0,0,0.126,0,1.103,3,32,1
"2371",0.29,0.58,0.29,0,0.29,0,0,0.29,0.036,0.88,0.29,0.849,0,0,0.045,0,0,0.726,1.76,0.29,2.64,0.047,0,0,0.534,0.29,0,3.23,0,0,0,0.078,0,0,0.29,0,0.29,0,0,0,0,0.046,0,0.237,0,0,0.113,0.206,0.075,0,0,0.239,0.391,0.113,2.285,16,208,0
"1013",0,0,0.5,0,0.5,0.74,0.5,0,0.036,0,0,0,0,0,0.136,0,1.01,0.856,3.04,0,1.01,0.06,0,0,0.244,0,0,0,0.056,0,0,0.078,0,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0.089,0.011,0,0,0,0.069,0.126,0,1.792,17,95,1
"3070",0,0.02,0,0,0,0,0,0.02,0.036,0.08,0.02,0.123,0,0,0,0.35,0.02,0,0.02,0,0,0,0,0,0.684,0.26,0,0.05,0.171,0.05,0,0.078,0.248,0,0,0.02,0.14,0,0,0,0,0,0.02,0.237,0.11,1.15,0.17,0,0.024,0,0,0.128,0.126,0,3.637,49,2015,0
"1221",0,0,0,0,0.64,0,0,0,0.036,0,0.64,0.884,0,0,0,0,1.29,0,1.29,5.19,1.29,0.244,0,0.64,0.244,0,0,0,0,0,0,0.078,0,0,0,0,0,0,0,0,0,0.223,0,0.237,0,0,0.468,0.217,0,0,0,0.323,0.126,0,2.755,66,135,1
"3404",0,0,0,0,0,0.181,0,0,0.036,0,0,0.203,0,0,0,0,0,0,0,0,0,0,0,0,0.244,0,0,0,0.207,0,0,0.078,0,0,3.33,0,0,0,0,0,0,0.163,0,0.237,0,0,0,0,0,0,0,0,0.126,0,1,1,5,0
"1660",0.45,0.45,1.35,0,1.35,0.143,0.9,0,0.036,1.35,0,0.558,2.71,0,0,0,0,0.746,2.26,0,1.8,0,0.45,0,0.244,0,0,0,0,0,0,0.078,0.103,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0,0.172,0,0,0,0.996,0.536,0,2.446,12,137,1
"1149",0.38,0,0,0,0.38,0.28,0.38,0,0.036,0,0.38,0.137,0,0,0,0,0,0,3.87,0,1.93,0,0,0.38,0.244,0,0,0,0.218,0,0,0.078,0.153,0,0,0,0,0,0,0,0.38,0.247,0,0.237,0,0,0,0,0,0,0,0.298,0.126,0,2.062,12,99,1
"2803",0,0,0,0,0,0,0,2,0.036,0,2,2.089,0,0,0,0,0,0,2,0,8,0,0,0,0.244,0,0,0,0.021,0,0,0.078,0.133,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0,0.055,0,0,0,0.187,0.126,0,5.888,29,53,0
"4412",0,0,0,0,0,0.198,0,0,0.036,0.74,0,0,0,0,0,0,0,0,1.49,0,1.49,0.221,0,0,0.244,0,0,0,0.142,0,0,0.078,0.043,0,0,0,0,0,0,0,0.74,0.091,0,0.237,0.74,4.47,0.124,0,0,0,0,0.037,0.126,0,1.966,15,59,0
"267",0,0,0,0,1.11,0,0,0,0.036,0,0,0.201,0,0,0,0,0,0,2.22,0,3.33,0.231,0,0,0.244,0,0,0,0,0,0,0.078,0,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0,0.11,0,0,0,0.801,0.126,0,5.687,39,91,1
"4300",0,0,0.46,0,0,0.209,0,0,0.036,0,0,0.478,0,0,0,0,0,0,3.7,0,0,0,0,0.46,0.244,0,0,0,0.193,0,0,0.078,0.165,0,0,0,0,0,0,0,0,0,0,0.237,0.46,0,0.094,0.001,0,0,0,0.627,0.126,0,2.5,24,40,0
"3463",0,0,0,0,0,0.167,0,0,2.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.744,2.63,1.75,0,1.572,1.75,0.87,0.948,0,0.87,3.5,0.87,0.87,0,2.63,0.87,0,0,0.87,0.237,1.75,0,0.49,0,0,0,0.122,0.12,0.126,0,2.203,12,130,0
"4286",0,0.56,0,0,0,0.166,0,0,0.036,0,0,0.51,0,0,0.1,0,0,0,2.27,0,0,0.218,0,0.56,0.244,0,0,0,0.143,0,0,0.078,0.227,0,0,0,0,0,0,0,0,0.18,0,0.797,0.56,0,0.099,0.134,0,0,0,0.132,0.126,0.099,1.035,2,29,0
"515",0,0.17,0.51,0,1.7,0.357,0,0.51,0.036,0.17,0,0.718,0.17,0.34,0.214,0,0.17,0,2.9,0,2.05,0,0.68,1.36,0.244,0,0,0.85,0,0,0,0.078,0,0,0,0,0,0,0,0,0.17,0,0,0.237,0,0,0,0,0,0,0,0.32,2.087,0.025,11,183,660,1
"2812",0,0,0,0,0,0.104,0,0.86,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0,0,0.244,0,0,0,0.197,0,0,0.078,0.843,0,0,0,0,0.86,0,0,0,0,0,1.957,0,0,0,0,0,0,0,0.065,0.126,0,1.564,7,61,0
"4590",0,0,0,0,0.54,0.185,0,0,0.036,0,0,0.636,0,0,0,0,0,0,0.54,0,0.54,0.231,0,0,0.244,0,0,0,0,0,0,0.078,0,0,0,0,0,0,0,0,0,0,0,1.327,0,0.54,0,0.093,0,0,0,0.043,0.126,0,1,1,22,0
"3798",0.5,0,0.5,0,0,0.154,0,0,0.036,0,0,0.634,0,0,0.213,0,0,0,0.5,0,0,0.031,0,0,0.744,1,0,0,0.06,0,0,0.078,0,0,0,0,0.5,0,0,0,0.5,0,0,0.237,0,0,0.062,0,0,0,0,0.104,0.126,0,3.461,47,180,0
"3829",0,0,0,0,2.94,0.097,0,0,0.036,0,0,0.1,0,0,0.116,0,0,0,0,0,0,0.1,0,0,0.244,0,0,0,0.056,0,0,0.078,0.203,0,2.94,0,0,0,0,0,0,0,0,0.237,2.94,0,0,0,0,0,0,0.241,0.126,0,1.333,3,16,0
"3992",0,0,1.09,0,1.09,0,0,0,0.036,0,0,1.217,0,0,0.02,0,0,0,3.29,0,0,0,0,0,0.244,0,0,0,0.215,0,0,0.078,0.131,0,1.09,0,0,0,0,0,0,0,0,0.237,0,0,0.217,0,0.434,0,0,0,0.126,0,1,1,18,0
"1056",0.17,0,0.24,0,0.1,0,0,0.06,0.036,0.17,0,0.223,0.03,0,0.115,0,0,0,0.45,0,0.2,0,0.03,0,1.424,1.22,0,0.17,0.149,0,0,0.078,0.145,0,0,0,1.36,0,0,0,0.03,0,0.06,0.237,0.45,0,0.305,0.168,0.179,0,0.029,0,0.137,0.023,2.813,26,2510,1
"302",0.34,1.03,0.34,0,1.03,0.086,2.41,0.34,0.036,1.72,2.06,2.21,0.68,0,0.163,0,0,3.286,4.13,0,2.06,0,0,0,0.244,0,0,0,0.231,0,0,0.078,0,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0.116,0,0,0,0,0.141,0.126,0,1.888,6,68,1
"1067",0,0,0,0,0,2.449,0,0,0.036,0,0,0.826,0.76,0,0.191,0,0,0,2.3,0,1.53,0,0,0,0.244,0,0,0,0,0,0,0.078,0.203,0,0,0,0,0,0,0,0,0.124,0,0.237,0,0,0.868,0.224,0,0,0,2.691,0.994,0,5.607,25,157,1
"1517",0.25,0.5,0,0,1.25,0.035,0,0,0.036,0.75,0.25,0.965,0,0,0,0,0,0,2.01,0,1.76,0.242,0,0,0.244,0,0,0,0.24,0,0,0.078,1.103,0,0,0,0,0.25,0,0,0.25,0.038,0,0.487,0.25,0,0.222,0.169,0,0,0.095,0,0.126,0,5.5,114,616,1
"405",0,0,0,0,0,0.042,0,0,0.036,0,0,0,0,0,0.218,0,0,0,0.89,0,3.57,0,0,0,0.244,0,0,0.89,0.213,0,0,0.078,0,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0.13,0,0,0,0,0.702,0.126,0,3.5,46,105,1
"2214",0,0,0,0,0,0,0,0,0.036,0.37,0,0.838,0,0,0,0,0,0,2.63,0,0.75,0,0,0,0.244,0,0,0,0,0,0,0.078,0,0,0.37,0,0,0,0,0,0,0.153,0,0.237,0,0,0.066,0,0,0,0,0.022,0.126,0,1.433,5,86,0
"3247",0,0,0,0,0,0.114,0,0,0.036,0,0,0.153,0,0,0,0,0,0,0,0,0,0,0,0,0.244,0,0,0,0,0,0,0.078,0,0,20,0,0,0,0,0,20,0.23,0,0.237,0,0,0,0,0,0,0,0.045,0.126,0,1,1,4,0
"4373",0,0,2.09,0,0,0.248,0,1.39,0.036,0,0,6.138,0,0,0.21,0,0,0,4.19,0.69,0.69,0.18,0,0,0.244,0,0,0,0,0,0,0.078,0,0,0,0,0,0,0.69,0,0.69,0.138,0,0.237,0,0,0,0,0,0,0,0.319,0.126,0,2,13,64,0
"2794",0,0,0,0,0,0,0,0,0.036,0,0,0,0,0,0.054,0,0,0,2.43,0,0,0.059,0,0,0.244,0,0,0,0.186,0,0,0.078,0.069,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0,0.005,0,0,0,0.057,0.126,0,1.555,3,14,0
"604",0.86,0.17,0.69,0,0.34,0,0,0.17,0.036,0.69,0.34,1.206,0,0,0.029,0,1.73,0.186,2.07,1.55,3.8,0,0,0.34,0.244,0,0,0.17,0,0,0,0.078,0,0,0,0,0,0,0,0.17,0,0,0,0.237,0,0,0.194,0.066,0,0,0,1.49,0.181,0,5.175,63,621,1
"2111",0,0,0.23,0,0.46,0,0,0,0.036,0,0,0,0,1.39,0.042,0,0.23,0,0,0,0.69,0,0,0,0.704,0,0,0.23,0,0,0,0.078,0.057,0,0,0,0.23,0,0,0,0,1.85,0,0.237,0,0,0.113,0,0,0,0,0.281,0.126,0.203,2.43,121,666,0
"1438",0.25,0.19,0.38,0,0.19,0.036,0,0.76,0.036,0.31,0.25,1.552,0.31,0.38,0,0,0.44,0,2.98,0.69,1.26,0.022,0.44,0.76,0.244,0,0,0.76,0.218,0,0,0.078,0,0,0,0,0,0,0,0.12,0.38,0.232,0.06,0.237,0,0,0.087,0,0,0,0.054,0.63,0.367,0.065,3.702,45,1070,1
"1288",0,0,0,0,0.43,0.733,0,0,0.036,0,0,0,0,0,0,0,0,0,2.17,0,0,0.021,0,0,0.244,0,0,0,0,0.86,0,0.078,0,0,0,0,0,0,0,0,0,0.194,0,0.237,0,0,0.068,0.201,0,0,0,0,0.126,0,2.923,55,114,1
"3155",0.14,0.14,0.14,0,0,0,0.14,0,0.036,0,0,0.086,0,0,0.376,0,0,0,0.28,0,0,0,0,0,1.374,0.42,2.69,0,0.187,0,0,0.078,0,0,0.28,0,0,0,0,0,0,0.939,0,0.237,0,0.14,0.16,0.165,0,0.14,0,0.189,0.126,0.072,5.331,80,1029,0
"4558",0,0,0,0,0.69,0,0,0.69,0.036,0,0,0.056,0,0,0,0,0,0,1.38,0,0,0.064,0,0,0.244,0,0,0,0,0,0,0.078,0.115,0,0,0,0,0,0.69,0,0,1.614,0,0.237,1.38,1.38,0.302,0,0,0,0,0.01,0.126,0.1,2.447,15,93,0
"2732",0,0,0,0,0.76,0.107,0,0,0.036,0,0,0.138,0,0,0,0,0.76,0,0,0,0,0,0,0,2.544,0.76,0,0,0.018,1.53,0,0.078,0,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0,0,0,0,0,0.116,0.126,0,2.3,7,138,0
"2368",0,0,0,0,1.43,0.157,0,0,0.036,0,0,0.002,0,0,0,0,0,0,1.43,0,0,0.159,0,0,0.244,0,0,0,0,0,0,0.078,0.791,0,0,0,0,0,0,0,0,1.927,0,0.237,0,0,0.138,0,0,0,0,0.129,0.126,0,1.863,5,41,0
"2318",0,0,0,0,0,0.164,0,0,0.036,0,0,7.728,0,0,0,0,0,0,0,0,0,0,0,0,0.244,0,0,0,0.195,0,0,0.078,0.105,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0,0.217,0,0,0,0,0.126,0,2.666,4,16,0
"2",0.07,0.28,0.5,0,0.14,0.216,0.21,0.21,0.036,0.94,0.21,0.717,0.65,0.21,0,0,0.07,0.126,3.47,0,1.59,0,0.43,0.43,0.244,0,0,0,0.093,0,0,0.078,0.107,0,0,0,0.07,0,0,0,0.14,0.173,0,0.237,0,0,0.132,0,0,0,0,0.57,0.306,0.048,5.114,101,1028,1
"1532",0.63,0.63,0.63,0,0,0.178,0.63,0.63,0.036,0,0,0.523,0,0,0.619,0,0,0.476,1.89,0,0,0,0,0,0.244,0,0,0.63,0.184,0,0,0.078,0.09,0,0,0,0,0,0,0,1.26,0.188,0,0.237,0,0,0,0,0,0,0,0.605,0.126,0,2.625,19,126,1
"3010",0.46,0,0.07,0,0,0,0,0.07,0.036,0,0,0.137,0,0,0.087,0,0.07,0,0.3,0,0.23,0.107,0,0,0.934,0.76,0,0.69,0,0,0,0.078,0.618,0,0.07,0,0,0,0,0,0,0.208,0,0.237,0,0,0.175,0.196,0.142,0,0.032,0,0.147,0,3.007,60,791,0
"1734",0,0,0,0,0,0.02,0,0,0.036,3.57,0,1.69,0,0,0,0,0,0,1.78,0,0,0,0,0,0.244,0,0,0,0,0,0,0.078,0.145,0,0,0,0,0,0,0,0,0.203,0,0.237,0,0,0,0.026,0.252,0,0,0.613,0.126,0,4.157,13,79,1
"119",1.28,0,0,0,1.28,0,2.56,0,0.036,1.28,1.28,1.129,0,0,0.221,0,5.12,0,2.56,1.28,5.12,0,0,0,0.244,0,0,1.28,0,0,0,0.078,0,0,0,0,0,0,0,0,0,0.2,0,0.237,0,0,0,0,0,0,0,0.665,0.126,0,102.666,304,308,1
"1663",0.28,0.18,0.79,0,0.04,0,0.18,0.14,0.036,0.84,0.18,0.315,0.61,0.09,0.175,0,0.37,0.306,3.8,0.04,1.87,0.209,0.46,0.28,0.244,0,0,0.28,0.194,0,0,0.078,0,0,0,0,0,0,0,0.28,0.89,0.038,0,0.237,0.28,0.04,0.101,0,0,0,0,0.605,0.235,0.062,5.759,116,2062,1
"1641",0,0,0,0,0,0,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0.117,0,0,0.244,0,0,0,0,0,0,0.078,0,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0,0.109,0,0,0,0.134,0.988,0,8.5,17,34,1
"943",0,0,1.9,0,1.14,0.05,0,0.38,0.036,0.38,0,0.002,0,0,0.163,0,0,0,0.38,0.76,0,0,0,0,0.624,0,0,0.38,0.003,0,0,0.078,0,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0,0,0,0,0,0.949,0.185,0,295,1177,1180,1
"3621",0,0,0,0,0,0.062,0,0,0.036,0,0,0.117,0,0,0,0,0,0,0,0,0,0,0,0,0.244,0,0,0,0,0,0,0.078,0.026,0,20,0,0,0,0,0,0,0,0,0.237,0,0,0,0,0,0,0,0.185,0.126,0,1,1,5,0
"1638",0,0,0,0,0.12,0.239,0,0,0.276,0,0,0.985,0,0,0.044,0,0.12,0,0.12,0,0.12,0,0,0,0.244,0,0,0,0.033,0.12,0,0.078,0.146,0,0,0.6,0,0.12,0,0,0.12,0.196,0,0.237,0.12,0.36,0.352,0,0,0,0,0,0.126,0,2.337,41,505,1
"2351",0,0,1.31,0,0,0,0,0,0.036,0,0,2.795,0,0,0,0,0,0,5.26,0,1.31,0.208,0,0,1.554,0,0,0,0,1.31,0,0.078,0.153,0,0,0,0,0,0,0,0,1.168,0,0.237,0,0,0.242,0.032,0,0,0,0,0.126,0,1.266,3,19,0
"4455",0,0,1.06,0,0,0.003,0,0,0.036,0,0,0.187,0,0,0,1.06,0,0,2.12,0,2.12,0.173,0,0,0.244,0,0,0,0.093,1.06,0,0.078,0,0,0,0,0,0,0,0,0,0.007,0,0.237,0,0,0,0,0,0,0,0,0.126,0,13.333,73,160,0
"14",0,0,0,0,0.9,0,0.9,0,0.036,0.9,0.9,0,0.9,0,0.202,0,0,0,2.72,0,0.9,0.062,0,0,0.244,0,0,0,0,0,0,0.078,0.125,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0,0,0,0,0,0.249,0.126,0,2.083,7,25,1
"3366",0,0,0,0,0,0,0,0,0.036,0,0,0,0,0,0.156,0,0,0,2.03,0,0,0.007,0,0,2.774,2.53,0,0,0,0,0,0.078,0.793,0,1.52,0,0.5,0,0.5,0,0,0,0.5,3.277,0.5,0,0,0.048,0.094,0,0.094,0.294,0.126,0,1.26,12,63,0
"3325",0,0,0,0,0,0.046,0,0,0.036,0.45,0,0.591,0,0,0.071,0,0,0,0.9,0,0,0,0,0,0.244,0.45,0,0,0,0,0,0.078,0.19,0,0.45,0,0,0,0,0,0,0,0,0.237,0,0,0.165,0,0.082,0,0,0,0.126,0,1.666,4,40,0
"2404",0,0,0,0,0,0,0,0.72,0.036,0,0,1.439,0,0,0.059,0,0,0,0.72,0,0,0,0,0,0.244,0,0,0,0,0,0,0.078,0,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0,0.855,0,0,0,0.107,0.126,0,1.407,6,38,0
"203",0,0,0.39,0,1.17,0.111,0,0,0.036,0.78,0,0.266,0,0,0,0,0.78,0,2.73,0,1.17,0.106,0.39,0,0.244,0,0,0,0,0,0,0.078,0,0,0,0,0,0,0,0,0.39,0.179,0,0.237,1.17,0,0.062,0,0,0,0,0.82,0.312,0,4,78,256,1
"2961",0,0,0,0,0,0,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244,0,0,0,0,0,0,0.078,0,0,0,0,0,0,0,0,0,0,0,0.237,0,0,0.555,0,0,0,0,0,0.126,0,1.647,4,28,0
"3483",0,0,0,0,0,0,0,0,2.386,0,0,0,0,0,0.23,0,0,0,1.88,0,0.47,0,0,0,3.074,2.35,1.41,0,1.22,1.41,0.47,0.548,0,0.47,1.88,0.47,0.47,0,0,0.47,0,0,0.47,0.237,1.41,0,0.144,0.081,0,0,0.072,0.213,0.126,0,2,13,168,0
"2606",0,0,0,0,0,0.073,0,0,0.036,0,0,1.906,0,0,0,0,0,0,0,0,0,0.083,0,0,0.244,0,0,0,0.878,0,0,0.078,0.052,0,0,0,0,0,1.75,0,0,0,0,0.237,0,0,0,0.633,0,0,0,0,0.126,0,1.795,11,79,0
"586",0,0,0,0,0.28,0.987,0,0,0.036,0,0,0.649,0.28,0,0,0,0.28,0,0.28,0,0.28,0.179,0,0,0.244,0,0,0,0,0,0,0.078,0,0,0,0,0,0,0,0,0,0.215,0,0.237,0,0,0.126,0,0.084,0,0,0,0.126,0,27.479,772,1319,1
"1150",0,0,0,0,0,0.126,0,0,0.036,0,0,0,0,0,0.11,0,0,0,3.17,0,3.17,0.014,3.17,0,0.244,0,0,0,0.22,0,0,0.078,0.246,0,0,0,0,0,0,0,0,0.232,0,0.237,0,0,0,0.143,0,0,0,0.533,0.723,0,3.333,12,30,1
"2710",0,0,0,0,0,0.099,0,0,0.596,0.28,0,0.597,0,0,0.175,0,0,0,0,0,0,0.102,0,0,1.374,0.84,0.56,0,0.024,0.84,0,0.078,0,0,0,0,0.56,0,0,0,0,0.228,0,0.237,0,0,0.262,0.283,0,0,0,0,0.126,0,3.25,75,286,0
